Airline,FlightNumber,Departure,Arrival,DepartureTime,ArrivalTime,Delay
Kuwait Airways,405,New York,Madrid,Evening,Night,Cancelled
Lufthansa,1307,Dubai,Madrid,Morning,Morning,On Time
Qatar Airways,3158,New York,Paris,Afternoon,Morning,Cancelled
ANA,6271,London,Sydney,Afternoon,Afternoon,Delayed
Emirates,280,Tokyo,Madrid,Night,Night,Cancelled
Delta Airlines,9983,New York,Berlin,Evening,Morning,Cancelled
Saudi Arabian Airlines,462,Paris,Sydney,Morning,Morning,Cancelled
Turkish Airlines,8384,London,Dubai,Evening,Night,On Time
Air Algerie,1584,Berlin,Sydney,Night,Evening,Delayed
Lufthansa,4698,Madrid,Madrid,Afternoon,Night,Cancelled
Swiss International Air Lines,9276,Tokyo,Rome,Afternoon,Night,Delayed
Japan Airlines,9277,Rome,Berlin,Evening,Night,Cancelled
Air Algerie,3334,Tokyo,London,Evening,Evening,On Time
Japan Airlines,355,Madrid,Sydney,Afternoon,Morning,Delayed
Qatar Airways,5970,Madrid,Doha,Evening,Morning,On Time
Lufthansa,8924,Sydney,Tokyo,Evening,Night,Delayed
Qatar Airways,4394,Rome,Berlin,Morning,Morning,Delayed
ITA Airways,957,Sydney,Paris,Afternoon,Night,On Time
American Airlines,9322,Paris,Paris,Night,Night,Cancelled
South Korea Air,8403,Dubai,Paris,Night,Afternoon,On Time
South Korea Air,4109,Dubai,London,Morning,Evening,On Time
Saudi Arabian Airlines,6360,New York,Doha,Morning,Morning,On Time
British Airways,5074,Paris,London,Afternoon,Evening,On Time
Turkish Airlines,5282,Rome,Sydney,Night,Evening,On Time
Swiss International Air Lines,3323,Doha,Tokyo,Morning,Morning,On Time
South Korea Air,7189,Berlin,Doha,Afternoon,Morning,On Time
Emirates,1000,Madrid,New York,Afternoon,Afternoon,On Time
Air Algerie,2839,Sydney,Madrid,Afternoon,Afternoon,Cancelled
British Airways,1237,New York,Dubai,Morning,Night,Delayed
Qatar Airways,7751,Tokyo,New York,Evening,Evening,On Time
Delta Airlines,8516,Doha,Paris,Morning,Evening,On Time
Delta Airlines,8282,London,New York,Afternoon,Night,Cancelled
American Airlines,3038,London,Paris,Morning,Afternoon,Delayed
ITA Airways,1095,Doha,Rome,Night,Morning,On Time
Qatar Airways,6234,Tokyo,Madrid,Evening,Afternoon,Cancelled
Delta Airlines,6348,Dubai,New York,Afternoon,Afternoon,Delayed
ITA Airways,3140,New York,Dubai,Afternoon,Afternoon,On Time
British Airways,8336,Sydney,Sydney,Morning,Morning,Delayed
Etihad Airways,9469,Dubai,Doha,Morning,Evening,Cancelled
Emirates,569,New York,Dubai,Afternoon,Night,On Time
Etihad Airways,7647,Rome,Paris,Morning,Morning,On Time
Etihad Airways,1077,Doha,New York,Afternoon,Night,Cancelled
Air Algerie,257,New York,Rome,Afternoon,Night,Delayed
Air Algerie,5749,Rome,Dubai,Evening,Afternoon,Cancelled
Emirates,202,Rome,Paris,Morning,Evening,Delayed
Delta Airlines,1183,New York,Berlin,Morning,Morning,On Time
Delta Airlines,6714,Sydney,London,Evening,Morning,On Time
Turkish Airlines,3962,London,Sydney,Night,Morning,Delayed
American Airlines,3089,Rome,Rome,Morning,Afternoon,On Time
ITA Airways,9384,London,Madrid,Evening,Morning,Cancelled
Japan Airlines,5938,New York,New York,Morning,Afternoon,Cancelled
Kuwait Airways,683,Rome,Doha,Morning,Morning,On Time
ITA Airways,4332,Dubai,Madrid,Afternoon,Morning,Cancelled
Qatar Airways,7075,Sydney,Berlin,Evening,Morning,On Time
Turkish Airlines,4772,Tokyo,London,Morning,Night,On Time
Air Algerie,1615,Tokyo,Madrid,Night,Morning,On Time
American Airlines,9423,Paris,Sydney,Morning,Night,Delayed
Emirates,8941,New York,Rome,Evening,Evening,On Time
Kuwait Airways,371,Paris,Sydney,Night,Morning,On Time
Qatar Airways,3895,Sydney,Dubai,Night,Afternoon,Delayed
Air Algerie,886,Rome,Berlin,Afternoon,Afternoon,On Time
Etihad Airways,4903,Tokyo,Dubai,Evening,Evening,On Time
Etihad Airways,3060,New York,London,Evening,Morning,Delayed
British Airways,7522,London,Madrid,Morning,Night,Cancelled
Saudi Arabian Airlines,9923,New York,Tokyo,Afternoon,Afternoon,Delayed
Qatar Airways,6404,Madrid,Tokyo,Evening,Night,Cancelled
Delta Airlines,1788,Sydney,Tokyo,Morning,Afternoon,Delayed
Turkish Airlines,656,Rome,Berlin,Evening,Afternoon,Delayed
Lufthansa,2171,Madrid,Tokyo,Afternoon,Afternoon,Delayed
Etihad Airways,6241,Madrid,Madrid,Afternoon,Morning,On Time
Lufthansa,2465,Berlin,Paris,Morning,Night,On Time
Delta Airlines,6499,Madrid,Doha,Evening,Morning,Delayed
American Airlines,5439,Tokyo,London,Afternoon,Morning,Delayed
Delta Airlines,8000,Tokyo,Tokyo,Afternoon,Afternoon,On Time
Japan Airlines,3645,New York,London,Afternoon,Night,On Time
Etihad Airways,2519,Paris,Dubai,Afternoon,Afternoon,On Time
Qatar Airways,7806,Doha,Berlin,Afternoon,Afternoon,Cancelled
Etihad Airways,1104,Rome,Rome,Morning,Morning,On Time
ANA,9086,Sydney,Dubai,Afternoon,Evening,Cancelled
Swiss International Air Lines,8430,Berlin,Tokyo,Afternoon,Night,Delayed
ITA Airways,569,Madrid,Doha,Morning,Afternoon,Delayed
American Airlines,9965,London,Sydney,Morning,Evening,On Time
Japan Airlines,2052,Berlin,New York,Night,Night,Cancelled
ITA Airways,3828,Tokyo,Doha,Evening,Afternoon,Cancelled
Qatar Airways,6100,Dubai,Berlin,Morning,Evening,Cancelled
Japan Airlines,7662,Dubai,Berlin,Morning,Afternoon,On Time
Qatar Airways,7029,Dubai,Berlin,Afternoon,Evening,Cancelled
British Airways,9869,New York,Berlin,Night,Morning,Cancelled
Emirates,7206,London,Dubai,Afternoon,Night,Cancelled
Japan Airlines,9282,Doha,Doha,Night,Morning,Delayed
British Airways,7902,Sydney,Madrid,Night,Afternoon,Cancelled
American Airlines,3697,Dubai,Sydney,Evening,Afternoon,Delayed
British Airways,3100,Tokyo,Doha,Afternoon,Night,On Time
Kuwait Airways,8442,London,Madrid,Morning,Evening,Cancelled
British Airways,2064,Dubai,London,Morning,Afternoon,On Time
British Airways,710,Sydney,Tokyo,Night,Afternoon,Delayed
Kuwait Airways,6507,London,Tokyo,Night,Night,On Time
Lufthansa,8096,Rome,Rome,Afternoon,Night,Delayed
Swiss International Air Lines,3052,Doha,New York,Afternoon,Afternoon,On Time
Lufthansa,7074,Tokyo,Madrid,Evening,Morning,Delayed
Turkish Airlines,4343,Dubai,New York,Afternoon,Afternoon,Cancelled
American Airlines,5819,Tokyo,London,Afternoon,Evening,Cancelled
Emirates,1030,Tokyo,Dubai,Morning,Morning,On Time
ITA Airways,4915,Berlin,Madrid,Evening,Morning,On Time
ITA Airways,3203,Dubai,Sydney,Afternoon,Afternoon,Delayed
Etihad Airways,5181,Tokyo,Berlin,Morning,Evening,Delayed
American Airlines,7011,Doha,New York,Morning,Afternoon,On Time
Kuwait Airways,6896,Doha,Sydney,Evening,Evening,Delayed
Etihad Airways,7055,Rome,Dubai,Evening,Morning,On Time
South Korea Air,2466,Berlin,Sydney,Afternoon,Morning,On Time
Lufthansa,4773,Madrid,New York,Night,Evening,On Time
Etihad Airways,498,Sydney,Dubai,Evening,Afternoon,Cancelled
South Korea Air,1593,Doha,Berlin,Night,Morning,Cancelled
Qatar Airways,2427,Sydney,Madrid,Night,Morning,Cancelled
ITA Airways,6405,Paris,Madrid,Morning,Night,Cancelled
Etihad Airways,6799,New York,Rome,Morning,Morning,On Time
ANA,1913,Madrid,Sydney,Evening,Morning,Cancelled
Swiss International Air Lines,3577,Paris,Berlin,Night,Night,Delayed
Kuwait Airways,5223,Rome,Madrid,Night,Morning,Cancelled
British Airways,2634,Paris,Rome,Morning,Morning,Delayed
Delta Airlines,1168,Berlin,Paris,Evening,Evening,Cancelled
Swiss International Air Lines,1536,Dubai,Tokyo,Evening,Afternoon,Cancelled
Kuwait Airways,5327,Paris,Madrid,Night,Afternoon,Cancelled
ANA,2674,Tokyo,New York,Night,Evening,Cancelled
Delta Airlines,5016,London,Madrid,Afternoon,Afternoon,Cancelled
ANA,1089,Sydney,Tokyo,Evening,Afternoon,Cancelled
Emirates,6209,New York,Dubai,Morning,Morning,Cancelled
Kuwait Airways,2062,Madrid,Dubai,Morning,Afternoon,On Time
Etihad Airways,8151,Tokyo,Sydney,Afternoon,Afternoon,Delayed
British Airways,402,Paris,Paris,Morning,Night,On Time
American Airlines,4720,Dubai,New York,Morning,Morning,Delayed
Air Algerie,7858,Doha,Madrid,Night,Evening,Cancelled
Lufthansa,2418,Dubai,Sydney,Night,Afternoon,Delayed
Air Algerie,2844,Dubai,Berlin,Afternoon,Night,On Time
American Airlines,4672,Tokyo,Paris,Evening,Morning,Cancelled
Etihad Airways,6400,Berlin,Tokyo,Evening,Morning,On Time
Saudi Arabian Airlines,8862,Doha,Tokyo,Night,Afternoon,Delayed
Kuwait Airways,4312,Paris,Sydney,Night,Night,Cancelled
Japan Airlines,8600,Paris,London,Afternoon,Night,Cancelled
Air Algerie,5628,Tokyo,Rome,Night,Night,On Time
South Korea Air,7396,New York,Berlin,Evening,Afternoon,Delayed
Turkish Airlines,5241,Paris,Sydney,Night,Night,On Time
Saudi Arabian Airlines,4180,Rome,Rome,Evening,Morning,Delayed
Etihad Airways,8108,New York,Rome,Morning,Night,Delayed
Etihad Airways,5409,Madrid,Doha,Evening,Evening,Cancelled
ANA,2420,Berlin,Paris,Afternoon,Night,Delayed
Turkish Airlines,6148,Berlin,Berlin,Afternoon,Evening,Cancelled
Saudi Arabian Airlines,2617,Rome,Dubai,Evening,Afternoon,On Time
American Airlines,3123,New York,New York,Night,Evening,On Time
British Airways,7008,Sydney,Dubai,Evening,Night,Cancelled
Swiss International Air Lines,7580,Dubai,Paris,Night,Morning,On Time
American Airlines,8917,Tokyo,Doha,Evening,Evening,Cancelled
Emirates,4708,Rome,Paris,Evening,Evening,On Time
Delta Airlines,1384,Doha,Dubai,Evening,Night,On Time
Kuwait Airways,2251,Paris,Dubai,Afternoon,Afternoon,On Time
Air Algerie,8553,Sydney,Doha,Morning,Evening,On Time
Turkish Airlines,860,London,Tokyo,Afternoon,Morning,Cancelled
ANA,8898,London,New York,Evening,Morning,Cancelled
Lufthansa,8225,Tokyo,London,Night,Morning,Cancelled
Japan Airlines,2320,Sydney,London,Evening,Night,Delayed
Etihad Airways,7593,Paris,London,Afternoon,Morning,Delayed
ANA,694,New York,Paris,Evening,Evening,Delayed
American Airlines,7262,Tokyo,London,Night,Afternoon,Delayed
Japan Airlines,4231,London,Doha,Evening,Night,Cancelled
Kuwait Airways,8905,London,Paris,Afternoon,Night,Delayed
Turkish Airlines,4145,Paris,Doha,Night,Afternoon,Cancelled
Etihad Airways,6549,Berlin,Rome,Night,Afternoon,Delayed
Emirates,2577,Berlin,Dubai,Morning,Night,Cancelled
Delta Airlines,8182,Tokyo,Berlin,Morning,Evening,On Time
Turkish Airlines,4669,Dubai,Madrid,Morning,Night,Delayed
Emirates,5871,Doha,Rome,Evening,Evening,On Time
Saudi Arabian Airlines,7799,London,Dubai,Afternoon,Morning,Cancelled
Lufthansa,3630,London,London,Night,Night,On Time
Kuwait Airways,9613,Madrid,London,Morning,Afternoon,On Time
Emirates,4433,Doha,Paris,Afternoon,Night,On Time
ANA,5188,Dubai,Rome,Afternoon,Afternoon,Delayed
ANA,3217,Dubai,London,Night,Morning,Cancelled
Air Algerie,9453,Paris,London,Morning,Night,Cancelled
ANA,3861,Rome,Berlin,Night,Evening,On Time
Kuwait Airways,9464,Sydney,London,Night,Evening,Cancelled
South Korea Air,5863,Berlin,Tokyo,Evening,Morning,On Time
Lufthansa,3417,Tokyo,New York,Evening,Afternoon,Delayed
ITA Airways,4882,Madrid,Paris,Evening,Morning,Cancelled
British Airways,9765,Tokyo,Sydney,Night,Morning,On Time
Lufthansa,9512,Paris,Doha,Afternoon,Afternoon,Delayed
Swiss International Air Lines,9016,Paris,Rome,Night,Evening,Delayed
ITA Airways,6550,London,Sydney,Night,Night,Delayed
Japan Airlines,8329,Sydney,London,Afternoon,Morning,Cancelled
ANA,3478,London,London,Night,Morning,On Time
Swiss International Air Lines,1226,Tokyo,Rome,Night,Morning,Delayed
Turkish Airlines,4671,Madrid,New York,Evening,Evening,Delayed
Emirates,517,Berlin,New York,Night,Afternoon,On Time
Turkish Airlines,168,Berlin,Tokyo,Night,Morning,On Time
South Korea Air,1256,Sydney,Dubai,Morning,Afternoon,On Time
Emirates,7551,Doha,Paris,Morning,Morning,Delayed
Delta Airlines,653,Madrid,Paris,Afternoon,Night,On Time
American Airlines,5012,Paris,Paris,Afternoon,Afternoon,On Time
Turkish Airlines,9608,Madrid,Paris,Evening,Night,Delayed
ANA,5369,New York,Madrid,Afternoon,Night,Cancelled
ITA Airways,2295,London,Rome,Afternoon,Night,Delayed
Swiss International Air Lines,3918,Rome,Sydney,Afternoon,Morning,Cancelled
British Airways,2544,Sydney,Doha,Afternoon,Evening,Cancelled
ITA Airways,9551,London,Dubai,Night,Night,On Time
Japan Airlines,5693,Paris,London,Night,Night,Delayed
American Airlines,2372,Berlin,Doha,Evening,Afternoon,On Time
Delta Airlines,4694,New York,Tokyo,Evening,Night,Cancelled
Emirates,9768,New York,Paris,Afternoon,Night,Cancelled
British Airways,2436,Sydney,Rome,Evening,Afternoon,Delayed
Emirates,9891,Paris,Dubai,Night,Morning,Cancelled
Emirates,4103,New York,London,Afternoon,Morning,Cancelled
American Airlines,8488,New York,Madrid,Morning,Morning,Delayed
Japan Airlines,876,Rome,Berlin,Evening,Afternoon,On Time
Swiss International Air Lines,1514,Dubai,Berlin,Night,Morning,Cancelled
Japan Airlines,1171,Paris,Madrid,Morning,Night,Cancelled
Lufthansa,8679,Sydney,Sydney,Morning,Night,Cancelled
Swiss International Air Lines,1333,Sydney,Rome,Evening,Evening,Delayed
Etihad Airways,4633,Dubai,London,Evening,Evening,Delayed
ANA,7715,Tokyo,London,Night,Evening,On Time
American Airlines,9894,Madrid,Dubai,Morning,Morning,On Time
Kuwait Airways,764,Berlin,New York,Morning,Afternoon,Delayed
Delta Airlines,203,Rome,London,Afternoon,Afternoon,Delayed
American Airlines,751,Dubai,Berlin,Night,Evening,Cancelled
ANA,4631,Dubai,Tokyo,Morning,Night,Delayed
Qatar Airways,7306,New York,Sydney,Morning,Night,Delayed
Lufthansa,1558,Paris,Sydney,Evening,Afternoon,Delayed
Air Algerie,2680,Madrid,Tokyo,Morning,Evening,Delayed
Kuwait Airways,6296,Doha,Paris,Morning,Night,Delayed
Lufthansa,4742,London,Paris,Morning,Evening,On Time
Swiss International Air Lines,3640,Doha,Rome,Morning,Afternoon,On Time
ITA Airways,2409,London,London,Night,Night,Delayed
Saudi Arabian Airlines,5902,Tokyo,Berlin,Night,Evening,On Time
Air Algerie,2371,New York,Doha,Night,Afternoon,Cancelled
American Airlines,6977,Dubai,Rome,Afternoon,Evening,Delayed
Japan Airlines,481,Doha,Paris,Night,Afternoon,Delayed
Emirates,1715,Madrid,Dubai,Night,Afternoon,On Time
Delta Airlines,2748,Sydney,Dubai,Afternoon,Afternoon,On Time
Etihad Airways,1988,Berlin,Dubai,Night,Evening,Cancelled
Japan Airlines,8508,Rome,Tokyo,Morning,Night,On Time
American Airlines,3396,Rome,Paris,Evening,Morning,On Time
Japan Airlines,612,Doha,Berlin,Evening,Night,On Time
Etihad Airways,6085,Sydney,London,Afternoon,Evening,Cancelled
Saudi Arabian Airlines,9461,Dubai,London,Morning,Morning,Delayed
Saudi Arabian Airlines,8245,Paris,Dubai,Morning,Evening,Cancelled
Emirates,4682,Paris,Doha,Night,Evening,Cancelled
Qatar Airways,8548,Tokyo,Dubai,Afternoon,Afternoon,Delayed
South Korea Air,3283,Doha,New York,Evening,Morning,On Time
Turkish Airlines,6198,Sydney,Berlin,Afternoon,Afternoon,On Time
Lufthansa,5421,Madrid,Doha,Afternoon,Afternoon,On Time
South Korea Air,9513,Rome,London,Night,Evening,Delayed
Air Algerie,1099,New York,Rome,Evening,Afternoon,Cancelled
American Airlines,5661,Berlin,Madrid,Afternoon,Morning,On Time
Delta Airlines,6431,London,Berlin,Morning,Evening,Delayed
Saudi Arabian Airlines,8966,London,Doha,Afternoon,Evening,Cancelled
South Korea Air,2510,Sydney,Tokyo,Morning,Evening,Delayed
ITA Airways,6586,Paris,Sydney,Night,Night,On Time
Turkish Airlines,2455,Paris,Paris,Evening,Morning,Delayed
Delta Airlines,4370,Madrid,Madrid,Evening,Afternoon,On Time
Turkish Airlines,6757,London,Doha,Afternoon,Afternoon,On Time
Lufthansa,4477,Rome,Berlin,Evening,Morning,On Time
ITA Airways,9919,Rome,Tokyo,Evening,Evening,Delayed
Japan Airlines,7423,Tokyo,London,Afternoon,Morning,On Time
American Airlines,3916,Doha,Paris,Evening,Night,On Time
American Airlines,5014,Madrid,London,Night,Afternoon,Delayed
Lufthansa,6633,London,London,Afternoon,Afternoon,On Time
Lufthansa,1447,Madrid,Doha,Morning,Afternoon,Delayed
Lufthansa,3229,Paris,London,Evening,Night,Cancelled
Etihad Airways,6605,Berlin,Tokyo,Morning,Afternoon,Delayed
Etihad Airways,1743,Tokyo,Doha,Evening,Evening,On Time
South Korea Air,5997,New York,Doha,Evening,Morning,Cancelled
Turkish Airlines,9476,Paris,Paris,Night,Afternoon,Cancelled
Lufthansa,8565,Doha,Sydney,Evening,Afternoon,Delayed
Delta Airlines,4114,Berlin,Dubai,Night,Evening,On Time
Etihad Airways,1909,Berlin,London,Morning,Afternoon,Delayed
Saudi Arabian Airlines,5513,Berlin,Tokyo,Afternoon,Evening,Cancelled
Emirates,225,Rome,Paris,Evening,Evening,On Time
Lufthansa,2505,Doha,London,Evening,Night,On Time
Saudi Arabian Airlines,7052,Paris,Sydney,Night,Evening,Delayed
British Airways,9625,Rome,Tokyo,Afternoon,Evening,Delayed
Delta Airlines,6308,London,Paris,Evening,Morning,On Time
Air Algerie,3657,Paris,Tokyo,Evening,Morning,Cancelled
Japan Airlines,1549,Paris,Madrid,Afternoon,Afternoon,Delayed
Kuwait Airways,7636,Rome,Berlin,Evening,Morning,Cancelled
Lufthansa,7389,Sydney,Sydney,Night,Morning,On Time
Qatar Airways,2139,New York,Rome,Night,Morning,On Time
South Korea Air,1613,Dubai,Rome,Night,Afternoon,On Time
American Airlines,4821,Sydney,Berlin,Afternoon,Morning,Delayed
Swiss International Air Lines,4128,Dubai,Dubai,Night,Morning,Delayed
Japan Airlines,511,New York,London,Afternoon,Afternoon,Cancelled
Etihad Airways,5893,London,Dubai,Evening,Morning,Cancelled
American Airlines,2840,Rome,Sydney,Evening,Night,Delayed
Etihad Airways,2495,Tokyo,Berlin,Evening,Night,Cancelled
Kuwait Airways,6787,Rome,Dubai,Morning,Evening,Delayed
British Airways,4487,Madrid,Tokyo,Morning,Evening,Delayed
Qatar Airways,7748,London,Doha,Night,Morning,Delayed
Japan Airlines,1044,Madrid,Madrid,Night,Afternoon,Cancelled
Saudi Arabian Airlines,3053,New York,Sydney,Evening,Evening,On Time
Delta Airlines,9988,Doha,Sydney,Afternoon,Afternoon,On Time
Delta Airlines,6249,Sydney,London,Night,Night,On Time
British Airways,828,London,Doha,Night,Morning,On Time
Air Algerie,8639,Tokyo,Doha,Evening,Night,Cancelled
Etihad Airways,3930,Dubai,Madrid,Afternoon,Afternoon,Cancelled
British Airways,6587,Dubai,New York,Night,Morning,Delayed
Qatar Airways,2097,Tokyo,Berlin,Afternoon,Afternoon,Delayed
Qatar Airways,4538,Berlin,Madrid,Afternoon,Evening,Delayed
Air Algerie,2657,Rome,Tokyo,Afternoon,Morning,Cancelled
Swiss International Air Lines,5122,London,Paris,Morning,Morning,Cancelled
Air Algerie,3301,Madrid,Berlin,Morning,Evening,Cancelled
Saudi Arabian Airlines,9327,Paris,New York,Afternoon,Evening,On Time
ANA,5295,Tokyo,Madrid,Night,Evening,On Time
ANA,5223,Tokyo,Paris,Evening,Afternoon,Delayed
Kuwait Airways,5318,New York,Rome,Morning,Morning,Delayed
American Airlines,8921,Doha,London,Evening,Morning,On Time
ITA Airways,3188,New York,Paris,Night,Afternoon,On Time
Saudi Arabian Airlines,7763,Paris,London,Night,Afternoon,On Time
Japan Airlines,8649,Tokyo,Doha,Night,Evening,On Time
Qatar Airways,5774,Sydney,Berlin,Evening,Evening,On Time
British Airways,2864,Dubai,Paris,Afternoon,Afternoon,Delayed
Qatar Airways,290,Madrid,London,Morning,Evening,Cancelled
American Airlines,8054,Paris,London,Night,Morning,Delayed
Kuwait Airways,5589,Paris,Tokyo,Evening,Afternoon,On Time
ITA Airways,2185,Paris,Doha,Afternoon,Evening,On Time
Emirates,925,Paris,Tokyo,Morning,Night,On Time
Emirates,4454,Dubai,London,Evening,Evening,Delayed
South Korea Air,999,Paris,Paris,Morning,Afternoon,Cancelled
American Airlines,9458,Berlin,Madrid,Evening,Afternoon,Cancelled
British Airways,1999,Madrid,Paris,Evening,Night,Cancelled
Turkish Airlines,4417,Paris,Rome,Morning,Evening,On Time
Emirates,4229,Doha,Madrid,Evening,Evening,Delayed
Delta Airlines,1975,Berlin,Rome,Morning,Afternoon,On Time
ITA Airways,3189,Madrid,New York,Afternoon,Evening,Delayed
Kuwait Airways,7705,London,Doha,Night,Night,Delayed
Lufthansa,2666,New York,Madrid,Morning,Evening,Cancelled
Swiss International Air Lines,1390,Dubai,Tokyo,Morning,Evening,Delayed
Emirates,1155,Doha,Doha,Afternoon,Afternoon,Delayed
British Airways,9997,Sydney,Paris,Evening,Evening,On Time
South Korea Air,455,Sydney,New York,Morning,Evening,Cancelled
British Airways,6634,Doha,Berlin,Night,Morning,Delayed
Lufthansa,9282,Paris,Madrid,Afternoon,Afternoon,Cancelled
Air Algerie,6434,Paris,Paris,Morning,Morning,Cancelled
Delta Airlines,7159,Tokyo,Rome,Afternoon,Evening,Cancelled
Qatar Airways,4100,Doha,Paris,Afternoon,Morning,On Time
Saudi Arabian Airlines,4512,New York,London,Evening,Evening,Delayed
South Korea Air,1889,London,London,Afternoon,Afternoon,Delayed
Air Algerie,3360,London,Rome,Evening,Evening,Cancelled
Emirates,366,Madrid,Tokyo,Afternoon,Morning,On Time
Turkish Airlines,1237,Berlin,Madrid,Night,Afternoon,Delayed
Qatar Airways,2458,London,Dubai,Night,Evening,Cancelled
British Airways,3646,Berlin,Doha,Afternoon,Night,Cancelled
Saudi Arabian Airlines,7283,New York,Berlin,Morning,Afternoon,On Time
ITA Airways,3182,Dubai,Doha,Night,Night,Delayed
Qatar Airways,2051,New York,Dubai,Night,Night,Cancelled
Japan Airlines,2085,Berlin,Rome,Morning,Afternoon,On Time
Kuwait Airways,3141,Doha,Dubai,Morning,Evening,Delayed
Emirates,4824,Dubai,London,Night,Night,Delayed
Delta Airlines,4538,New York,Berlin,Afternoon,Morning,On Time
ANA,7522,Sydney,Paris,Morning,Night,On Time
Delta Airlines,440,Rome,Sydney,Evening,Evening,Delayed
Etihad Airways,1263,Paris,New York,Evening,Afternoon,Delayed
Japan Airlines,5657,London,Madrid,Afternoon,Afternoon,Delayed
British Airways,1546,Madrid,Madrid,Night,Night,Delayed
American Airlines,7199,Sydney,Sydney,Night,Night,On Time
Air Algerie,6424,London,Madrid,Morning,Morning,On Time
Air Algerie,6047,London,Sydney,Evening,Night,On Time
Swiss International Air Lines,7748,Paris,Doha,Night,Night,On Time
South Korea Air,6782,Tokyo,Dubai,Morning,Night,Delayed
South Korea Air,302,Dubai,Sydney,Morning,Night,Delayed
ANA,4789,Sydney,London,Morning,Evening,Delayed
Delta Airlines,2361,Berlin,Madrid,Night,Afternoon,Cancelled
Qatar Airways,3592,Tokyo,London,Afternoon,Night,Cancelled
Lufthansa,8408,Sydney,Berlin,Evening,Afternoon,On Time
Etihad Airways,7109,Dubai,Doha,Morning,Morning,On Time
Kuwait Airways,4611,London,London,Night,Evening,Cancelled
British Airways,1876,London,Sydney,Evening,Night,Delayed
ANA,4748,Doha,London,Morning,Afternoon,Cancelled
Qatar Airways,9938,London,London,Morning,Afternoon,Cancelled
South Korea Air,208,Tokyo,London,Afternoon,Night,Cancelled
American Airlines,1785,Rome,Tokyo,Afternoon,Night,On Time
Etihad Airways,7472,Sydney,Sydney,Evening,Afternoon,On Time
Delta Airlines,2763,Dubai,London,Morning,Evening,On Time
ITA Airways,3453,Sydney,Doha,Afternoon,Morning,Cancelled
Delta Airlines,9174,Paris,Dubai,Night,Morning,Delayed
Kuwait Airways,134,Sydney,New York,Afternoon,Night,Delayed
Qatar Airways,1460,Paris,Rome,Night,Evening,Cancelled
ITA Airways,8316,Paris,Rome,Night,Night,On Time
Swiss International Air Lines,6409,Dubai,London,Evening,Morning,Cancelled
British Airways,7161,Sydney,Tokyo,Evening,Night,Delayed
Turkish Airlines,3551,Rome,New York,Evening,Evening,Cancelled
Kuwait Airways,7332,Rome,New York,Evening,Morning,On Time
Japan Airlines,8785,Doha,Rome,Night,Evening,Delayed
Kuwait Airways,2492,Tokyo,London,Night,Afternoon,On Time
British Airways,5497,Berlin,Berlin,Morning,Morning,Delayed
American Airlines,1925,New York,Doha,Evening,Morning,Delayed
Emirates,1051,Doha,Tokyo,Evening,Evening,On Time
Air Algerie,9780,Tokyo,Dubai,Morning,Afternoon,On Time
Qatar Airways,1851,Madrid,Sydney,Night,Night,Delayed
Turkish Airlines,7786,New York,Madrid,Night,Morning,Delayed
Turkish Airlines,6500,Dubai,Doha,Afternoon,Morning,On Time
Delta Airlines,6171,New York,Berlin,Evening,Afternoon,On Time
ITA Airways,5731,Sydney,London,Evening,Evening,Cancelled
South Korea Air,4749,Sydney,London,Afternoon,Afternoon,Delayed
Qatar Airways,4948,Doha,Rome,Morning,Afternoon,Cancelled
British Airways,5399,Sydney,Madrid,Night,Afternoon,On Time
Kuwait Airways,3421,Dubai,London,Afternoon,Morning,Cancelled
Qatar Airways,6471,Rome,Sydney,Night,Evening,Cancelled
ANA,8746,Dubai,Madrid,Morning,Night,On Time
Lufthansa,6835,Paris,Madrid,Morning,Night,On Time
South Korea Air,8675,Sydney,Paris,Morning,Afternoon,Cancelled
Lufthansa,3473,London,Rome,Evening,Morning,Delayed
Qatar Airways,6329,Sydney,Madrid,Morning,Evening,Cancelled
Delta Airlines,9807,Sydney,London,Evening,Morning,On Time
Delta Airlines,5822,Madrid,Paris,Morning,Evening,Delayed
South Korea Air,9466,Doha,Doha,Evening,Afternoon,Cancelled
Etihad Airways,7021,Paris,Sydney,Evening,Morning,Cancelled
Etihad Airways,8823,Tokyo,New York,Morning,Morning,Delayed
American Airlines,8514,London,Doha,Afternoon,Night,Cancelled
Etihad Airways,4444,Paris,Paris,Night,Night,Cancelled
Air Algerie,9024,Berlin,Dubai,Morning,Evening,Delayed
ITA Airways,418,London,Tokyo,Morning,Morning,Cancelled
South Korea Air,4380,Paris,Sydney,Morning,Morning,Delayed
Emirates,6395,New York,Doha,Night,Evening,Delayed
Kuwait Airways,6115,Doha,Rome,Morning,Night,Cancelled
American Airlines,8127,Dubai,Doha,Evening,Evening,Delayed
South Korea Air,492,Berlin,Sydney,Night,Morning,Cancelled
Japan Airlines,4421,Tokyo,Sydney,Afternoon,Evening,Delayed
Etihad Airways,3982,Doha,Madrid,Afternoon,Night,Delayed
Lufthansa,8984,Sydney,Tokyo,Afternoon,Morning,Cancelled
Swiss International Air Lines,2560,Tokyo,London,Morning,Evening,On Time
South Korea Air,9538,Tokyo,Dubai,Night,Morning,Cancelled
Saudi Arabian Airlines,100,Berlin,Dubai,Afternoon,Afternoon,Cancelled
American Airlines,2748,London,Doha,Night,Afternoon,Delayed
